filename,path,lap_var,tenengrad,brenner,fft_hf,z_lap,z_ten,z_brenner,z_fft,score
CIL343 Outside.png,images/outside/CIL343 Outside.png,177.4716052902735,12132.47605,325.46092964824123,0.8222661175670954,1.0596471923168873,1.129670322877646,1.2686528471396732,0.9479143396218195,1.1014711754890065
CIL038 Outside.png,images/outside/CIL038 Outside.png,166.73650565464845,11085.6095875,285.15141959798996,0.8199294320866892,0.715264507612339,0.4844198332235612,0.41451134670264994,0.8171983604992723,0.6078485120094557
CIL046 Outside.png,images/outside/CIL046 Outside.png,159.85933010621093,11295.2941625,286.1210866834171,0.7900024707734519,0.4946442750161006,0.6136617943888415,0.43505818287700765,-0.8569388235698236,0.17160635717803152
CIL344 Outside.png,images/outside/CIL344 Outside.png,125.34564172984376,9403.9243375,245.19173994974875,0.8163191765661888,-0.6125570613054931,-0.5521099151984356,-0.4322173952042183,0.6152378959001794,-0.24541161895199193
CIL042 Outside.png,images/outside/CIL042 Outside.png,92.78829245996093,7581.0848125,186.02172738693469,0.7780885664964909,-1.6569989136398342,-1.6756420352916124,-1.6860049815151186,-1.5234117724514662,-1.6355144257245078
